Sample	Gloss
signer4_sample575	constitution 
signer4_sample576	crab 
signer4_sample577	crab 
signer4_sample578	crab 
signer4_sample581	cruel 
signer4_sample582	crush 
signer4_sample583	decrease 
signer4_sample584	deduct 
signer4_sample585	defeat 
signer4_sample586	diabetes 
signer4_sample587	disgust 
signer4_sample588	dismiss 
signer4_sample589	dorm 
signer4_sample591	engage 
signer4_sample592	erase 
signer4_sample593	eternity 
signer4_sample594	fake 
signer4_sample595	federal 
signer4_sample596	final 
signer4_sample597	flute 
signer4_sample598	forever 
signer4_sample601	gamble 
signer4_sample602	geography 
signer4_sample603	gold 
signer4_sample604	hard of hearing 
signer4_sample605	honey 
signer4_sample606	honey 
signer4_sample607	infection 
signer4_sample608	infection 
signer4_sample610	institute 
signer4_sample612	lipstick 
signer4_sample613	mature 
signer4_sample614	member 
signer4_sample615	nation 
signer4_sample617	over 
signer4_sample618	owl 
signer4_sample620	pity 
signer4_sample622	politics 
signer4_sample623	position 
signer4_sample625	priority 
signer4_sample626	priority 
signer4_sample628	professional 
signer4_sample629	professional 
signer4_sample630	proud 
signer4_sample631	recent 
signer4_sample632	recent 
signer4_sample633	refer 
signer4_sample634	refer 
signer4_sample635	remote control 
signer4_sample636	rent 
signer4_sample637	robot 
signer4_sample638	safe 
signer4_sample639	silver 
signer4_sample641	skin 
signer4_sample642	skin 
signer4_sample643	skunk 
signer4_sample644	smooth 
signer4_sample646	south america 
signer4_sample647	speed 
signer4_sample648	spring 
signer4_sample650	temple 
signer4_sample651	temple 
signer4_sample652	thick 
signer4_sample653	tutor 
signer4_sample654	accent 
signer4_sample655	accent 
signer4_sample656	accent 
signer4_sample657	accent 
signer4_sample658	adjective 
signer4_sample659	admit 
signer4_sample660	advanced 
signer4_sample661	agreement 
signer4_sample662	approach 
signer4_sample663	audiology 
signer4_sample665	basic 
signer4_sample669	comma 
signer4_sample670	cooperate 
signer4_sample671	customer 
signer4_sample672	danger 
signer4_sample673	death 
signer4_sample677	eraser 
signer4_sample680	except 
signer4_sample681	fingerspell 
signer4_sample682	forgive 
signer4_sample686	heart attack 
signer4_sample687	kid 
signer4_sample688	mention 
signer4_sample689	midnight 
signer4_sample691	mosquito 
signer4_sample692	motivate 
signer4_sample693	negotiate 
signer4_sample694	northwest 
signer4_sample695	nun 
signer4_sample696	oral 
signer4_sample698	peaceful 
signer4_sample699	peaceful 
signer4_sample700	precise 
signer4_sample702	progress 
signer4_sample703	quality 
signer4_sample704	recover 
signer4_sample706	relief 
signer4_sample707	relief 
signer4_sample708	retreat 
signer4_sample709	scan 
signer4_sample711	solve 
signer4_sample713	squeeze 
signer4_sample715	swimming 
signer4_sample716	testify 
signer4_sample719	unique 
signer4_sample721	vague 
signer4_sample722	vice president 
signer5_sample1	book 
signer5_sample2	book 
signer5_sample3	drink 
signer5_sample4	drink 
signer5_sample5	drink 
signer5_sample7	drink 
signer5_sample8	computer 
signer5_sample9	computer 
signer5_sample10	computer 
signer5_sample13	before 
signer5_sample15	before 
signer5_sample17	go 
signer5_sample18	go 
signer5_sample21	clothes 
signer5_sample22	who 
signer5_sample23	who 
signer5_sample24	candy 
signer5_sample25	candy 
signer5_sample26	cousin 
signer5_sample27	deaf 
signer5_sample28	deaf 
signer5_sample31	fine 
signer5_sample32	no 
signer5_sample33	no 
signer5_sample34	no 
signer5_sample35	thin 
signer5_sample36	walk 
signer5_sample37	walk 
signer5_sample38	year 
signer5_sample39	year 
signer5_sample40	yes 
signer5_sample41	yes 
signer5_sample43	all 
signer5_sample46	all 
signer5_sample47	black 
signer5_sample48	black 
signer5_sample50	cool 
signer5_sample52	finish 
signer5_sample53	finish 
signer5_sample54	finish 
signer5_sample55	hot 
signer5_sample56	hot 
signer5_sample58	hot 
signer5_sample59	like 
signer5_sample60	like 
signer5_sample62	like 
signer5_sample63	like 
signer5_sample65	many 
signer5_sample67	mother 
signer5_sample68	mother 
signer5_sample70	mother 
signer5_sample71	mother 
signer5_sample72	mother 
signer5_sample73	now 
signer5_sample74	now 
signer5_sample75	now 
signer5_sample76	now 
signer5_sample77	orange 
signer5_sample78	orange 
signer5_sample79	table 
signer5_sample81	thanksgiving 
signer5_sample82	thanksgiving 
signer5_sample83	thanksgiving 
signer5_sample84	what 
signer5_sample86	woman 
signer5_sample87	woman 
signer5_sample89	bed 
signer5_sample90	blue 
signer5_sample91	blue 
signer5_sample92	bowling 
signer5_sample93	bowling 
signer5_sample95	can 
signer5_sample96	can 
signer5_sample97	dog 
signer5_sample98	dog 
signer5_sample99	family 
signer5_sample101	family 
signer5_sample103	fish 
signer5_sample105	graduate 
signer5_sample106	graduate 
signer5_sample108	hat 
signer5_sample109	hearing 
signer5_sample111	hearing 
signer5_sample112	hearing 
signer5_sample113	kiss 
signer5_sample117	language 
signer5_sample118	later 
signer5_sample119	later 
signer5_sample121	man 
signer5_sample122	shirt 
signer5_sample124	shirt 
signer5_sample125	study 
signer5_sample127	study 
signer5_sample129	tall 
signer5_sample132	white 
signer5_sample133	wrong 
signer5_sample134	wrong 
signer5_sample135	wrong 
signer5_sample138	apple 
signer5_sample139	bird 
signer5_sample141	change 
signer5_sample142	color 
signer5_sample143	color 
signer5_sample145	cow 
signer5_sample146	cow 
signer5_sample148	dance 
signer5_sample149	dance 
signer5_sample150	dance 
signer5_sample154	eat 
signer5_sample155	enjoy 
signer5_sample157	forget 
signer5_sample159	forget 
signer5_sample161	forget 
signer5_sample162	give 
signer5_sample163	give 
signer5_sample165	give 
signer5_sample167	meet 
signer5_sample168	meet 
signer5_sample169	pink 
signer5_sample170	pizza 
signer5_sample171	pizza 
signer5_sample172	pizza 
signer5_sample173	play 
signer5_sample174	school 
signer5_sample175	secretary 
signer5_sample176	secretary 
signer5_sample177	secretary 
signer5_sample179	time 
signer5_sample180	want 
signer5_sample182	work 
signer5_sample183	work 
signer5_sample184	africa 
signer5_sample185	africa 
signer5_sample187	africa 
signer5_sample188	basketball 
signer5_sample190	birthday 
signer5_sample193	brown 
signer5_sample195	but 
signer5_sample196	but 
signer5_sample197	but 
signer5_sample198	cheat 
signer5_sample199	city 
signer5_sample200	city 
signer5_sample202	city 
signer5_sample204	cook 
signer5_sample205	cook 
signer5_sample206	decide 
signer5_sample208	decide 
signer5_sample209	full 
signer5_sample211	full 
signer5_sample212	how 
signer5_sample213	jacket 
signer5_sample215	medicine 
signer5_sample218	need 
signer5_sample219	need 
signer5_sample221	need 
signer5_sample222	paint 
signer5_sample224	paint 
signer5_sample225	paper 
signer5_sample227	paper 
signer5_sample228	pull 
signer5_sample229	pull 
signer5_sample230	pull 
signer5_sample231	purple 
signer5_sample232	right 
signer5_sample233	right 
signer5_sample234	same 
signer5_sample235	same 
signer5_sample236	same 
signer5_sample237	son 
signer5_sample239	tell 
signer5_sample240	tell 
signer5_sample241	thursday 
signer5_sample244	visit 
signer5_sample245	visit 
signer5_sample246	visit 
signer5_sample247	visit 
signer5_sample248	wait 
signer5_sample249	wait 
signer5_sample250	water 
signer5_sample252	wife 
signer5_sample254	wife 
signer5_sample255	yellow 
signer5_sample256	backpack 
signer5_sample258	backpack 
signer5_sample259	backpack 
signer5_sample261	brother 
signer5_sample262	cat 
signer5_sample263	check 
signer5_sample267	cry 
signer5_sample268	different 
signer5_sample269	different 
signer5_sample271	door 
signer5_sample272	door 
signer5_sample273	green 
signer5_sample274	green 
signer5_sample275	hair 
signer5_sample276	hair 
signer5_sample277	have 
signer5_sample278	have 
signer5_sample279	headache 
signer5_sample281	headache 
signer5_sample282	headache 
signer5_sample283	inform 
signer5_sample284	knife 
signer5_sample285	knife 
signer5_sample286	laugh 
signer5_sample287	learn 
signer5_sample288	movie 
signer5_sample289	rabbit 
signer5_sample290	rabbit 
signer5_sample291	read 
signer5_sample292	red 
signer5_sample294	run 
signer5_sample297	show 
signer5_sample298	sick 
signer5_sample299	sick 
signer5_sample300	snow 
signer5_sample303	teacher 
signer5_sample304	week 
signer5_sample305	week 
signer5_sample307	with 
signer5_sample308	write 
signer5_sample309	write 
signer5_sample311	yesterday 
signer5_sample313	again 
signer5_sample315	bad 
signer5_sample316	ball 
signer5_sample317	ball 
signer5_sample318	bathroom 
signer5_sample320	blanket 
signer5_sample321	buy 
signer5_sample323	coffee 
signer5_sample324	college 
signer5_sample325	college 
signer5_sample327	copy 
signer5_sample328	cute 
signer5_sample329	daughter 
signer5_sample330	example 
signer5_sample331	far 
signer5_sample334	friend 
signer5_sample337	happy 
signer5_sample338	home 
signer5_sample341	know 
signer5_sample342	know 
signer5_sample344	late 
signer5_sample346	list 
signer5_sample347	list 
signer5_sample348	list 
signer5_sample351	lose 
signer5_sample352	name 
signer5_sample354	old 
signer5_sample356	person 
signer5_sample357	police 
signer5_sample358	police 
signer5_sample360	problem 
signer5_sample361	remember 
signer5_sample362	remember 
signer5_sample364	share 
signer5_sample365	share 
signer5_sample366	soon 
signer5_sample367	stay 
signer5_sample369	sunday 
signer5_sample370	sunday 
signer5_sample373	tired 
signer5_sample375	window 
signer5_sample377	you 
signer5_sample378	you 
signer5_sample379	you 
signer5_sample380	about 
signer5_sample381	about 
signer5_sample384	approve 
signer5_sample386	arrive 
signer5_sample387	arrive 
signer5_sample388	balance 
signer5_sample389	banana 
signer5_sample393	boy 
signer5_sample394	business 
signer5_sample395	business 
signer5_sample396	business 
signer5_sample398	careful 
signer5_sample399	center 
signer5_sample400	center 
signer5_sample403	children 
signer5_sample404	christmas 
signer5_sample405	clock 
signer5_sample406	clock 
signer5_sample407	convince 
signer5_sample408	country 
signer5_sample409	crash 
signer5_sample410	crash 
signer5_sample411	day 
signer5_sample412	discuss 
signer5_sample415	dress 
signer5_sample416	drive 
signer5_sample417	drop 
signer5_sample418	drop 
signer5_sample419	fat 
signer5_sample420	fat 
signer5_sample421	feel 
signer5_sample423	feel 
signer5_sample424	football 
signer5_sample425	future 
signer5_sample426	game 
signer5_sample427	game 
signer5_sample431	hear 
signer5_sample432	here 
signer5_sample433	here 
signer5_sample435	hope 
signer5_sample437	house 
signer5_sample439	husband 
signer5_sample440	interest 
signer5_sample443	join 
signer5_sample444	light 
signer5_sample445	light 
signer5_sample446	light 
signer5_sample447	live 
signer5_sample449	most 
signer5_sample450	most 
signer5_sample451	music 
signer5_sample452	new 
signer5_sample453	none 
signer5_sample455	pants 
signer5_sample457	past 
signer5_sample458	past 
signer5_sample460	pencil 
signer5_sample462	plan 
signer5_sample463	plan 
signer5_sample464	please 
signer5_sample465	practice 
signer5_sample466	president 
signer5_sample467	president 
signer5_sample468	restaurant 
signer5_sample469	restaurant 
signer5_sample470	ride 
signer5_sample471	russia 
signer5_sample472	russia 
signer5_sample473	russia 
signer5_sample475	salt 
signer5_sample476	salt 
signer5_sample477	sandwich 
signer5_sample479	since 
signer5_sample482	some 
signer5_sample484	south 
signer5_sample485	south 
signer5_sample486	student 
signer5_sample487	student 
signer5_sample490	tomato 
signer5_sample491	tomato 
signer5_sample493	ugly 
signer5_sample495	war 
signer5_sample496	war 
signer5_sample497	where 
signer5_sample498	your 
signer5_sample499	your 
signer5_sample500	your 
signer5_sample502	always 
signer5_sample504	always 
signer5_sample505	animal 
signer5_sample507	baby 
signer5_sample508	back 
signer5_sample509	bake 
signer5_sample510	bath 
signer5_sample512	behind 
signer5_sample513	behind 
signer5_sample516	bring 
signer5_sample517	bring 
signer5_sample519	cereal 
signer5_sample520	cheese 
signer5_sample521	cheese 
signer5_sample522	cough 
signer5_sample524	cough 
signer5_sample525	crazy 
signer5_sample528	disappear 
signer5_sample529	disappear 
signer5_sample531	draw 
signer5_sample532	draw 
signer5_sample533	east 
signer5_sample535	easy 
signer5_sample536	egg 
signer5_sample538	father 
signer5_sample539	father 
signer5_sample540	fault 
signer5_sample541	flower 
signer5_sample542	friendly 
signer5_sample543	glasses 
signer5_sample544	halloween 
signer5_sample545	hard 
signer5_sample546	heart 
signer5_sample547	hour 
signer5_sample549	humble 
signer5_sample550	humble 
signer5_sample551	hurry 
signer5_sample552	internet 
signer5_sample553	internet 
signer5_sample554	jump 
signer5_sample556	kill 
signer5_sample557	kill 
signer5_sample558	law 
signer5_sample560	law 
signer5_sample561	law 
signer5_sample564	meat 
signer5_sample565	milk 
signer5_sample566	milk 
signer5_sample567	money 
signer5_sample569	month 
signer5_sample571	move 
signer5_sample573	nephew 
signer5_sample575	niece 
signer5_sample577	noon 
signer5_sample578	noon 
signer5_sample579	north 
signer5_sample581	not 
signer5_sample583	not 
signer5_sample584	nurse 
signer5_sample585	off 
signer5_sample586	off 
signer5_sample587	off 
signer5_sample588	ok 
signer5_sample589	ok 
signer5_sample590	ok 
signer5_sample591	patient 
signer5_sample595	pay 
signer5_sample597	potato 
signer5_sample598	sad 
signer5_sample599	saturday 
signer5_sample602	secret 
signer5_sample604	shoes 
signer5_sample605	sister 
signer5_sample607	sleep 
signer5_sample609	sorry 
signer5_sample610	straight 
signer5_sample611	straight 
signer5_sample612	sweet 
signer5_sample613	talk 
signer5_sample614	temperature 
signer5_sample615	temperature 
signer5_sample616	temperature 
signer5_sample617	tent 
signer5_sample619	tent 
signer5_sample620	think 
signer5_sample621	think 
signer5_sample622	think 
signer5_sample624	today 
signer5_sample626	traffic 
signer5_sample627	traffic 
signer5_sample628	understand 
signer5_sample629	use 
signer5_sample630	use 
signer5_sample631	use 
signer5_sample634	voice 
signer5_sample635	vomit 
signer5_sample636	vote 
signer5_sample638	wednesday 
signer5_sample639	west 
signer5_sample640	wet 
signer5_sample641	when 
signer5_sample642	which 
signer5_sample643	which 
signer5_sample644	win 
signer5_sample646	win 
signer5_sample647	word 
signer5_sample649	age 
signer5_sample650	age 
signer5_sample652	avoid 
signer5_sample654	basement 
signer5_sample655	basement 
signer5_sample657	believe 
signer5_sample658	believe 
signer5_sample660	better 
signer5_sample663	blind 
signer5_sample664	bored 
signer5_sample669	car 
signer5_sample671	child 
signer5_sample674	cookie 
signer5_sample675	cup 
signer5_sample676	cup 
signer5_sample677	deep 
signer5_sample678	dentist 
signer5_sample682	earn 
signer5_sample685	earring 
signer5_sample687	escape 
signer5_sample688	escape 
signer5_sample689	expensive 
signer5_sample690	expensive 
signer5_sample691	explain 
signer5_sample692	explain 
signer5_sample695	find 
signer5_sample696	fishing 
signer5_sample697	fishing 
signer5_sample699	floor 
signer5_sample701	get 
signer5_sample705	hello 
signer5_sample706	hit 
signer5_sample707	hit 
signer5_sample708	hit 
signer5_sample709	hospital 
signer5_sample710	idea 
